cde_Pays;pays;cde_depense;depense_cat;depense_cat_courte;depense;depense_courte;annee;montant
HRV;Croatie;GF1007;10 - Protection sociale;Protection sociale;10.7 - Exclusion sociale n.c.a.;Exclusion sociale n.c.a.;2004;0,04029
HRV;Croatie;GF05;05 - Protection de l environnement;Protection de l environnement;05 - Protection de l environnement;Protection de l'environnement;2004;0,25994
HRV;Croatie;GF0407;04 - Affaires economiques;Affaires economiques;04.7 - Autres branches d activite;Autres branches d'activite;2004;0,15963
HRV;Croatie;GF0301;03 - Ordre et securite publics;Ordre et securite publics;03.1 - Services de police;Services de police;2004;0,39206
HRV;Croatie;GF0802;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.2 - Services culturels;Services culturels;2004;0,22143
HRV;Croatie;GF01;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;2004;1,29309
HRV;Croatie;GF0504;05 - Protection de l environnement;Protection de l environnement;05.4 - Preservation de la diversite biologique et protection de la nature;Preservation de la diversite biologique et protection de la nature;2004;0,0281
HRV;Croatie;GF0804;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.4 - Culte et autres services communautaires;Culte et autres services communautaires;2004;0,0564
HRV;Croatie;GF0606;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.6 - Logement et equipements collectifs n.c.a.;Logement et equipements collectifs n.c.a.;2004;0,08771
HRV;Croatie;GF1001;10 - Protection sociale;Protection sociale;10.1 - Maladie et invalidite;Maladie et invalidite;2004;0,82581
HRV;Croatie;GF0409;04 - Affaires economiques;Affaires economiques;04.9 - Affaires economiques n.c.a.;Affaires economiques n.c.a.;2004;0,10081
HRV;Croatie;GF0901;09 - Enseignement;Enseignement;09.1 - Enseignement preelementaire et primaire;Enseignement preelementaire et primaire;2004;0,83575
HRV;Croatie;GF0101;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.1 - Fonctionnement des organes executifs et legislatifs, affaires financieres et fiscales, affaires etrangeres;Organes executifs et legislatifs, affaires finan., fiscales et etrangeres;2004;0,38569
HRV;Croatie;GF0401;04 - Affaires economiques;Affaires economiques;04.1 - Tutelle de l economie generale, des echanges et de l emploi;Tutelle de l'economie generale, des echanges et de l'emploi;2004;0,4438
HRV;Croatie;GF1008;10 - Protection sociale;Protection sociale;10.8 - R-D dans le domaine de la protection sociale;RetD dans le domaine de la protection sociale;2004;0,00396
HRV;Croatie;GF0907;09 - Enseignement;Enseignement;09.7 - R-D dans le domaine de l enseignement;RetD dans le domaine de l'enseignement;2004;0,05501
HRV;Croatie;GF1004;10 - Protection sociale;Protection sociale;10.4 - Famille et enfants;Famille et enfants;2004;0,60467
HRV;Croatie;GF0904;09 - Enseignement;Enseignement;09.4 - Enseignement superieur;Enseignement superieur;2004;0,49933
HRV;Croatie;GF0104;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.4 - Recherche fondamentale;Recherche fondamentale;2004;0,05043
HRV;Croatie;GF0302;03 - Ordre et securite publics;Ordre et securite publics;03.2 - Services de protection civile;Services de protection civile;2004;0,12578
HRV;Croatie;GF0908;09 - Enseignement;Enseignement;09.8 - Enseignement n.c.a.;Enseignement n.c.a.;2004;0,05793
HRV;Croatie;GF0601;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.1 - Logements;Logements;2004;0,15349
HRV;Croatie;GF10;10 - Protection sociale;Protection sociale;10 - Protection sociale;Securite sociale et oeuvres sociales;2004;4,92256
HRV;Croatie;GF0905;09 - Enseignement;Enseignement;09.5 - Enseignement non defini par niveau;Enseignement non defini par niveau;2004;0,009
HRV;Croatie;GF0202;02 - Defense;Defense;02.2 - Defense civile;Defense civile;2004;0,00004
HRV;Croatie;GF04;04 - Affaires economiques;Affaires economiques;04 - Affaires economiques;Affaires economiques;2004;3,26665
HRV;Croatie;GF0105;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.5 - R & D concernant les services generaux des administrations publiques;RetD concernant des services generaux des administrations publiques;2004;0,05009
HRV;Croatie;GF0706;07 - Sante;Sante;07.6 - Sante n.c.a.;Sante n.c.a.;2004;0,15411
HRV;Croatie;GF0906;09 - Enseignement;Enseignement;09.6 - Services annexes a l enseignement;Services annexes a l'enseignement;2004;0,08966
HRV;Croatie;GF07;07 - Sante;Sante;07 - Sante;Sante;2004;2,22368
HRV;Croatie;GF0603;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.3 - Alimentation en eau;Alimentation en eau;2004;0,18444
HRV;Croatie;GF0406;04 - Affaires economiques;Affaires economiques;04.6 - Communications;Communications;2004;0,00377
HRV;Croatie;GF0502;05 - Protection de l environnement;Protection de l environnement;05.2 - Gestion des eaux usees;Gestion des eaux usees;2004;0,0801
HRV;Croatie;GF0408;04 - Affaires economiques;Affaires economiques;04.8 - R-D concernant les affaires economiques;RetD concernant les affaires economiques;2004;0,0904
HRV;Croatie;GF06;06 - Logements et equipements collectifs;Logements et equipements collectifs;06 - Logements et equipements collectifs;Logement et developpement collectif;2004;0,65252
HRV;Croatie;GF0404;04 - Affaires economiques;Affaires economiques;04.4 - Industries extractives et manufacturieres, construction;Industries extractives et manufacturieres, construction;2004;0,09029
HRV;Croatie;GF0303;03 - Ordre et securite publics;Ordre et securite publics;03.3 - Tribunaux;Tribunaux;2004;0,1897
HRV;Croatie;GF0503;05 - Protection de l environnement;Protection de l environnement;05.3 - Lutte contre la pollution;Lutte contre la pollution;2004;0,01337
HRV;Croatie;GF0205;02 - Defense;Defense;02.5 - Defense n.c.a.;Defense n.c.a.;2004;0,01999
HRV;Croatie;GF03;03 - Ordre et securite publics;Ordre et securite publics;03 - Ordre et securite publics;Ordre et securite publics;2004;0,78396
HRV;Croatie;GF0701;07 - Sante;Sante;07.1 - Produits, appareils et materiels medicaux;Produits, appareils et materiels medicaux;2004;0,36335
HRV;Croatie;GF0106;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.6 - Services generaux des administrations publiques n.c.a.;Services generaux des administrations publiques n.c.a.;2004;0,01626
HRV;Croatie;GF1009;10 - Protection sociale;Protection sociale;10.9 - Protection sociale n.c.a.;Protection sociale n.c.a.;2004;0,03123
HRV;Croatie;GF1002;10 - Protection sociale;Protection sociale;10.2 - Vieillesse;Vieillesse;2004;2,72292
HRV;Croatie;GF1003;10 - Protection sociale;Protection sociale;10.3 - Survivants;Survivants;2004;0,47999
HRV;Croatie;GF0102;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.2 - Aide economique exterieure;Aide economique exterieure;2004;0,00008
HRV;Croatie;GF0506;05 - Protection de l environnement;Protection de l environnement;05.6 - Protection de l environnement n.c.a.;Protection de l'environnement n.c.a.;2004;0,04107
HRV;Croatie;GF0902;09 - Enseignement;Enseignement;09.2 - Enseignement secondaire;Enseignement secondaire;2004;0,38092
HRV;Croatie;GF0805;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.5 - R-D dans le domaine des loisirs, de la culture et du culte;RetD dans le domaine des loisirs, de la culture et du culte;2004;0,03405
HRV;Croatie;GF0204;02 - Defense;Defense;02.4 - R-D concernant la defense;R et D concernant la defense;2005;0
HRV;Croatie;GF0108;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.8 - Transferts de caractere general entre administrations publiques;Transferts de caractere general entre administrations publiques;2005;0
HRV;Croatie;GF0703;07 - Sante;Sante;07.3 - Services hospitaliers;Services hospitaliers;2005;1,17678
HRV;Croatie;GF0505;05 - Protection de l environnement;Protection de l environnement;05.5 - R-D dans le domaine de la protection de l environnement;RetD dans le domaine de la protection de l'environnement;2005;0,00644
HRV;Croatie;GF0201;02 - Defense;Defense;02.1 - Defense militaire;Defense militaire;2005;0,45331
HRV;Croatie;GF0107;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.7 - Operations concernant la dette publique;Operations concernant la dette publique;2005;0,69965
HRV;Croatie;GF0705;07 - Sante;Sante;07.5 - R-D dans le domaine de la sante;RetD dans le domaine de la sante;2005;0,03119
HRV;Croatie;GF02;02 - Defense;Defense;02 - Defense;Defense nationale;2005;0,4747
HRV;Croatie;GF0403;04 - Affaires economiques;Affaires economiques;04.3 - Combustibles et energie;Combustibles et energie;2005;0,0114
HRV;Croatie;GF1005;10 - Protection sociale;Protection sociale;10.5 - Chomage;Chomage;2005;0,18303
HRV;Croatie;GF0405;04 - Affaires economiques;Affaires economiques;04.5 - Transports;Transports;2005;1,78038
HRV;Croatie;GF0304;03 - Ordre et securite publics;Ordre et securite publics;03.4 - Administration penitentiaire;Administration penitentiaire;2005;0,05148
HRV;Croatie;GF0103;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.3 - Services generaux;Services generaux;2005;0,12977
HRV;Croatie;GF0604;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.4 - eclairage public;Eclairage public;2005;0,04045
HRV;Croatie;GF0306;03 - Ordre et securite publics;Ordre et securite publics;03.6 - Ordre et securite publics n.c.a.;Ordre et securite publics n.c.a.;2005;0,02843
HRV;Croatie;GF0903;09 - Enseignement;Enseignement;09.3 - Enseignement postsecondaire non superieur;Enseignement postsecondaire non superieur;2005;0,00033
HRV;Croatie;GF09;09 - Enseignement;Enseignement;09 - Enseignement;Enseignement;2005;2,00671
HRV;Croatie;GF1006;10 - Protection sociale;Protection sociale;10.6 - Logement;Logement;2005;0,03264
HRV;Croatie;GF0605;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.5 - R-D dans le domaine du logement et des equipements collectifs;RetD dans le domaine du logement et des equipements collectifs;2005;0,01777
HRV;Croatie;GF0806;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.6 - Loisirs, culture et culte n.c.a.;Loisirs, culture et culte n.c.a.;2005;0,04564
HRV;Croatie;GF0501;05 - Protection de l environnement;Protection de l environnement;05.1 - Gestion des dechets;Gestion des dechets;2005;0,10177
HRV;Croatie;GF0602;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.2 - equipements collectifs;Equipements collectifs;2005;0,22051
HRV;Croatie;GF0801;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.1 - Services recreatifs et sportifs;Services recreatifs et sportifs;2005;0,1746
HRV;Croatie;GF0704;07 - Sante;Sante;07.4 - Services de sante publique;Services de sante publique;2005;0,09783
HRV;Croatie;GF08;08 - Loisirs, culture et culte;Loisirs, culture et culte;08 - Loisirs, culture et culte;Loisirs, culture et cultes;2005;0,68642
HRV;Croatie;GF0702;07 - Sante;Sante;07.2 - Services ambulatoires;Services ambulatoires;2005;0,51152
HRV;Croatie;GF0803;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.3 - Services de radiodiffusion, de television et d edition;Services de radiodiffusion, de television et d'edition;2005;0,12078
HRV;Croatie;GF0402;04 - Affaires economiques;Affaires economiques;04.2 - Agriculture, sylviculture, peche et chasse;Agriculture, sylviculture, peche et chasse;2005;0,39734
HRV;Croatie;GF0305;03 - Ordre et securite publics;Ordre et securite publics;03.5 - R-D concernant l ordre et la securite publics;RetD concernant l'ordre et la securite publics;2005;0,00119
HRV;Croatie;GF0203;02 - Defense;Defense;02.3 - Aide militaire a des pays etrangers;Aide militaire a des pays etrangers;2005;0
HRV;Croatie;GF1007;10 - Protection sociale;Protection sociale;10.7 - Exclusion sociale n.c.a.;Exclusion sociale n.c.a.;2005;0,04177
HRV;Croatie;GF05;05 - Protection de l environnement;Protection de l environnement;05 - Protection de l environnement;Protection de l'environnement;2005;0,27639
HRV;Croatie;GF0407;04 - Affaires economiques;Affaires economiques;04.7 - Autres branches d activite;Autres branches d'activite;2005;0,15534
HRV;Croatie;GF0301;03 - Ordre et securite publics;Ordre et securite publics;03.1 - Services de police;Services de police;2005;0,41586
HRV;Croatie;GF0802;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.2 - Services culturels;Services culturels;2005;0,25202
HRV;Croatie;GF01;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;2005;1,40115
HRV;Croatie;GF0504;05 - Protection de l environnement;Protection de l environnement;05.4 - Preservation de la diversite biologique et protection de la nature;Preservation de la diversite biologique et protection de la nature;2005;0,0291
HRV;Croatie;GF0804;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.4 - Culte et autres services communautaires;Culte et autres services communautaires;2005;0,05795
HRV;Croatie;GF0606;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.6 - Logement et equipements collectifs n.c.a.;Logement et equipements collectifs n.c.a.;2005;0,0914
HRV;Croatie;GF1001;10 - Protection sociale;Protection sociale;10.1 - Maladie et invalidite;Maladie et invalidite;2005;0,8504
HRV;Croatie;GF0409;04 - Affaires economiques;Affaires economiques;04.9 - Affaires economiques n.c.a.;Affaires economiques n.c.a.;2005;0,11864
HRV;Croatie;GF0901;09 - Enseignement;Enseignement;09.1 - Enseignement preelementaire et primaire;Enseignement preelementaire et primaire;2005;0,85943
HRV;Croatie;GF0101;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.1 - Fonctionnement des organes executifs et legislatifs, affaires financieres et fiscales, affaires etrangeres;Organes executifs et legislatifs, affaires finan., fiscales et etrangeres;2005;0,44225
HRV;Croatie;GF0401;04 - Affaires economiques;Affaires economiques;04.1 - Tutelle de l economie generale, des echanges et de l emploi;Tutelle de l'economie generale, des echanges et de l'emploi;2005;0,43605
HRV;Croatie;GF1008;10 - Protection sociale;Protection sociale;10.8 - R-D dans le domaine de la protection sociale;RetD dans le domaine de la protection sociale;2005;0,00347
HRV;Croatie;GF0907;09 - Enseignement;Enseignement;09.7 - R-D dans le domaine de l enseignement;RetD dans le domaine de l'enseignement;2005;0,05732
HRV;Croatie;GF1004;10 - Protection sociale;Protection sociale;10.4 - Famille et enfants;Famille et enfants;2005;0,60862
HRV;Croatie;GF0904;09 - Enseignement;Enseignement;09.4 - Enseignement superieur;Enseignement superieur;2005;0,53241
HRV;Croatie;GF0104;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.4 - Recherche fondamentale;Recherche fondamentale;2005;0,05344
HRV;Croatie;GF0302;03 - Ordre et securite publics;Ordre et securite publics;03.2 - Services de protection civile;Services de protection civile;2005;0,13745
HRV;Croatie;GF0908;09 - Enseignement;Enseignement;09.8 - Enseignement n.c.a.;Enseignement n.c.a.;2005;0,05938
HRV;Croatie;GF0601;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.1 - Logements;Logements;2005;0,12283
HRV;Croatie;GF10;10 - Protection sociale;Protection sociale;10 - Protection sociale;Securite sociale et oeuvres sociales;2005;5,06366
HRV;Croatie;GF0905;09 - Enseignement;Enseignement;09.5 - Enseignement non defini par niveau;Enseignement non defini par niveau;2005;0,00888
HRV;Croatie;GF0202;02 - Defense;Defense;02.2 - Defense civile;Defense civile;2005;0,00002
HRV;Croatie;GF04;04 - Affaires economiques;Affaires economiques;04 - Affaires economiques;Affaires economiques;2005;3,05714
