cde_operation;operation;cde_depense;depense_cat;depense_cat_courte;depense_courte;depense;annee;montant;cde_pays;pays
P2;Consommation intermediaire;GF0304;03 - Ordre et securite publics;Ordre et securite publics;Administration penitentiaire;03.4 - Administration penitentiaire;1995;0,442;FRA;France
P2;Consommation intermediaire;GF0305;03 - Ordre et securite publics;Ordre et securite publics;RetD concernant l ordre et la securite publics;03.5 - R-D concernant l'ordre et la securite publics;1995;0,007;FRA;France
P2;Consommation intermediaire;GF0306;03 - Ordre et securite publics;Ordre et securite publics;Ordre et securite publics n.c.a.;03.6 - Ordre et securite publics n.c.a.;1995;0,11;FRA;France
P2;Consommation intermediaire;GF04;04 - Affaires economiques;Affaires economiques;Affaires economiques;04 - Affaires economiques;1995;12,059;FRA;France
P2;Consommation intermediaire;GF0401;04 - Affaires economiques;Affaires economiques;Tutelle de l economie generale, des echanges et de l emploi;04.1 - Tutelle de l'economie generale, des echanges et de l'emploi;1995;0,983;FRA;France
P2;Consommation intermediaire;GF0402;04 - Affaires economiques;Affaires economiques;Agriculture, sylviculture, peche et chasse;04.2 - Agriculture, sylviculture, peche et chasse;1995;1,286;FRA;France
P2;Consommation intermediaire;GF0403;04 - Affaires economiques;Affaires economiques;Combustibles et energie;04.3 - Combustibles et energie;1995;0,197;FRA;France
P2;Consommation intermediaire;GF0404;04 - Affaires economiques;Affaires economiques;Industries extractives et manufacturieres, construction;04.4 - Industries extractives et manufacturieres, construction;1995;0,172;FRA;France
P2;Consommation intermediaire;GF0405;04 - Affaires economiques;Affaires economiques;Transports;04.5 - Transports;1995;6,124;FRA;France
P2;Consommation intermediaire;GF0406;04 - Affaires economiques;Affaires economiques;Communications;04.6 - Communications;1995;0,017;FRA;France
P2;Consommation intermediaire;GF0407;04 - Affaires economiques;Affaires economiques;Autres branches d activite;04.7 - Autres branches d'activite;1995;0,895;FRA;France
P2;Consommation intermediaire;GF0408;04 - Affaires economiques;Affaires economiques;RetD concernant les affaires economiques;04.8 - R-D concernant les affaires economiques;1995;2,021;FRA;France
P2;Consommation intermediaire;GF0409;04 - Affaires economiques;Affaires economiques;Affaires economiques n.c.a.;04.9 - Affaires economiques n.c.a.;1995;0,365;FRA;France
P2;Consommation intermediaire;GF05;05 - Protection de l environnement;Protection de l environnement;Protection de l environnement;05 - Protection de l'environnement;1995;3,131;FRA;France
P2;Consommation intermediaire;GF0501;05 - Protection de l environnement;Protection de l environnement;Gestion des dechets;05.1 - Gestion des dechets;1995;2,061;FRA;France
P2;Consommation intermediaire;GF0502;05 - Protection de l environnement;Protection de l environnement;Gestion des eaux usees;05.2 - Gestion des eaux usees;1995;0,331;FRA;France
P2;Consommation intermediaire;GF0503;05 - Protection de l environnement;Protection de l environnement;Lutte contre la pollution;05.3 - Lutte contre la pollution;1995;0,072;FRA;France
P2;Consommation intermediaire;GF0504;05 - Protection de l environnement;Protection de l environnement;Preservation de la diversite biologique et protection de la nature;05.4 - Preservation de la diversite biologique et protection de la nature;1995;0,149;FRA;France
P2;Consommation intermediaire;GF0505;05 - Protection de l environnement;Protection de l environnement;RetD dans le domaine de la protection de l environnement;05.5 - R-D dans le domaine de la protection de l'environnement;1995;0,022;FRA;France
P2;Consommation intermediaire;GF0506;05 - Protection de l environnement;Protection de l environnement;Protection de l environnement n.c.a.;05.6 - Protection de l'environnement n.c.a.;1995;0,496;FRA;France
P2;Consommation intermediaire;GF06;06 - Logements et equipements collectifs;Logements et equipements collectifs;Logement et developpement collectif;06 - Logements et equipements collectifs;1995;2,523;FRA;France
P2;Consommation intermediaire;GF0601;06 - Logements et equipements collectifs;Logements et equipements collectifs;Logements;06.1 - Logements;1995;0,26;FRA;France
P2;Consommation intermediaire;GF0602;06 - Logements et equipements collectifs;Logements et equipements collectifs;equipements collectifs;06.2 - Equipements collectifs;1995;1,719;FRA;France
P2;Consommation intermediaire;GF0603;06 - Logements et equipements collectifs;Logements et equipements collectifs;Alimentation en eau;06.3 - Alimentation en eau;1995;0,23;FRA;France
P2;Consommation intermediaire;GF0604;06 - Logements et equipements collectifs;Logements et equipements collectifs;eclairage public;06.4 - Eclairage public;1995;0,303;FRA;France
P2;Consommation intermediaire;GF0605;06 - Logements et equipements collectifs;Logements et equipements collectifs;RetD dans le domaine du logement et des equipements collectifs;06.5 - R-D dans le domaine du logement et des equipements collectifs;1995;0;FRA;France
P2;Consommation intermediaire;GF0606;06 - Logements et equipements collectifs;Logements et equipements collectifs;Logement et equipements collectifs n.c.a.;06.6 - Logement et equipements collectifs n.c.a.;1995;0,011;FRA;France
P2;Consommation intermediaire;GF07;07 - Sante;Sante;Sante;07 - Sante;1995;7,922;FRA;France
P2;Consommation intermediaire;GF0701;07 - Sante;Sante;Produits, appareils et materiels medicaux;07.1 - Produits, appareils et materiels medicaux;1995;0,008;FRA;France
P2;Consommation intermediaire;GF0703;07 - Sante;Sante;Services hospitaliers;07.3 - Services hospitaliers;1995;7,383;FRA;France
P2;Consommation intermediaire;GF0704;07 - Sante;Sante;Services de sante publique;07.4 - Services de sante publique;1995;0,203;FRA;France
P2;Consommation intermediaire;GF0705;07 - Sante;Sante;RetD dans le domaine de la sante;07.5 - R-D dans le domaine de la sante;1995;0,28;FRA;France
P2;Consommation intermediaire;GF0706;07 - Sante;Sante;Sante n.c.a.;07.6 - Sante n.c.a.;1995;0,049;FRA;France
P2;Consommation intermediaire;GF08;08 - Loisirs, culture et culte;Loisirs, culture et culte;Loisirs, culture et cultes;08 - Loisirs, culture et culte;1995;3,414;FRA;France
P2;Consommation intermediaire;GF0801;08 - Loisirs, culture et culte;Loisirs, culture et culte;Services recreatifs et sportifs;08.1 - Services recreatifs et sportifs;1995;0,893;FRA;France
P2;Consommation intermediaire;GF0802;08 - Loisirs, culture et culte;Loisirs, culture et culte;Services culturels;08.2 - Services culturels;1995;0,96;FRA;France
P2;Consommation intermediaire;GF0803;08 - Loisirs, culture et culte;Loisirs, culture et culte;Services de radiodiffusion, de television et d edition;08.3 - Services de radiodiffusion, de television et d'edition;1995;1,545;FRA;France
P2;Consommation intermediaire;GF0804;08 - Loisirs, culture et culte;Loisirs, culture et culte;Culte et autres services communautaires;08.4 - Culte et autres services communautaires;1995;0,017;FRA;France
P2;Consommation intermediaire;GF0806;08 - Loisirs, culture et culte;Loisirs, culture et culte;Loisirs, culture et culte n.c.a.;08.6 - Loisirs, culture et culte n.c.a.;1995;0;FRA;France
P2;Consommation intermediaire;GF09;09 - Enseignement;Enseignement;Enseignement;09 - Enseignement;1995;6,44;FRA;France
P2;Consommation intermediaire;GF0901;09 - Enseignement;Enseignement;Enseignement preelementaire et primaire;09.1 - Enseignement preelementaire et primaire;1995;1,137;FRA;France
P2;Consommation intermediaire;GF0902;09 - Enseignement;Enseignement;Enseignement secondaire;09.2 - Enseignement secondaire;1995;2,575;FRA;France
P2;Consommation intermediaire;GF0903;09 - Enseignement;Enseignement;Enseignement postsecondaire non superieur;09.3 - Enseignement postsecondaire non superieur;1995;0,112;FRA;France
P2;Consommation intermediaire;GF0904;09 - Enseignement;Enseignement;Enseignement superieur;09.4 - Enseignement superieur;1995;0,766;FRA;France
P2;Consommation intermediaire;GF0905;09 - Enseignement;Enseignement;Enseignement non defini par niveau;09.5 - Enseignement non defini par niveau;1995;0,292;FRA;France
P2;Consommation intermediaire;GF0906;09 - Enseignement;Enseignement;Services annexes a l enseignement;09.6 - Services annexes a l'enseignement;1995;1,558;FRA;France
P2;Consommation intermediaire;GF0907;09 - Enseignement;Enseignement;RetD dans le domaine de l enseignement;09.7 - R-D dans le domaine de l'enseignement;1995;0;FRA;France
P2;Consommation intermediaire;GF0908;09 - Enseignement;Enseignement;Enseignement n.c.a.;09.8 - Enseignement n.c.a.;1995;0;FRA;France
P2;Consommation intermediaire;GF10;10 - Protection sociale;Protection sociale;Securite sociale et oeuvres sociales;10 - Protection sociale;1995;8,27;FRA;France
P2;Consommation intermediaire;GF1001;10 - Protection sociale;Protection sociale;Maladie et invalidite;10.1 - Maladie et invalidite;1995;2,008;FRA;France
P2;Consommation intermediaire;GF1002;10 - Protection sociale;Protection sociale;Vieillesse;10.2 - Vieillesse;1995;3,443;FRA;France
P2;Consommation intermediaire;GF1003;10 - Protection sociale;Protection sociale;Survivants;10.3 - Survivants;1995;0,02;FRA;France
P2;Consommation intermediaire;GF1004;10 - Protection sociale;Protection sociale;Famille et enfants;10.4 - Famille et enfants;1995;1,206;FRA;France
P2;Consommation intermediaire;GF1005;10 - Protection sociale;Protection sociale;Chomage;10.5 - Chomage;1995;0,557;FRA;France
P2;Consommation intermediaire;GF1006;10 - Protection sociale;Protection sociale;Logement;10.6 - Logement;1995;0,307;FRA;France
P2;Consommation intermediaire;GF1007;10 - Protection sociale;Protection sociale;Exclusion sociale n.c.a.;10.7 - Exclusion sociale n.c.a.;1995;0,214;FRA;France
P2;Consommation intermediaire;GF1009;10 - Protection sociale;Protection sociale;Protection sociale n.c.a.;10.9 - Protection sociale n.c.a.;1995;0,516;FRA;France
OED;Autres impots sur la production + impots courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits a pension;GF01;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Services generaux des administrations publiques;01 - Services generaux des administrations publiques;1995;0,748;FRA;France
OED;Autres impots sur la production + impots courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits a pension;GF0101;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Organes executifs et legislatifs, affaires finan., fiscales et etrangeres;01.1 - Fonctionnement des organes executifs et legislatifs, affaires financieres et fiscales, affaires etrangeres;1995;0,103;FRA;France
OED;Autres impots sur la production + impots courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits a pension;GF0102;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Aide economique exterieure;01.2 - Aide economique exterieure;1995;0;FRA;France
OED;Autres impots sur la production + impots courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits a pension;GF0103;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Services generaux;01.3 - Services generaux;1995;0,231;FRA;France
OED;Autres impots sur la production + impots courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits a pension;GF0104;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Recherche fondamentale;01.4 - Recherche fondamentale;1995;0,411;FRA;France
OED;Autres impots sur la production + impots courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits a pension;GF0106;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Services generaux des administrations publiques n.c.a.;01.6 - Services generaux des administrations publiques n.c.a.;1995;0,003;FRA;France
OED;Autres impots sur la production + impots courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits a pension;GF02;02 - Defense;Defense;Defense nationale;02 - Defense;1995;0,165;FRA;France
OED;Autres impots sur la production + impots courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits a pension;GF0201;02 - Defense;Defense;Defense militaire;02.1 - Defense militaire;1995;0,141;FRA;France
OED;Autres impots sur la production + impots courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits a pension;GF0202;02 - Defense;Defense;Defense civile;02.2 - Defense civile;1995;0,002;FRA;France
